user_id,display_name,heading,location,description,describe_seeking,looking_for,seeking,age,height,body_type,ethnicity,hair_color,eye_color,piercings,tattoos,smoker,drinks,education,relationship_status,images,additional_images,private_images
695,Creed,Cool  Hand Luke,"Southbank VIC, Australia","Caring guy, I love to indulge others and like to see it when people are happy. I still like to party occasionally, although I'm more happy now with a good restaurant and coming home to a lovely red. Be that wine or a lady lol. I keep active both mentally and physically. I go to the gym three or four times a week and I always have a good book on the go.",casual reciprical good times.,Arrangement Value,,,1.86 m - 1.90 m,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/47e8aaf4-06f9-4550-871e-bfca73046bb3.jpg,,
702,Troy5,Im ready if you are,"Canberra ACT, Australia","I enjoy my footy, and indoor climbing. Ive been in ACT for a couple of years now originally from Melbourne. I still like to get to Melbourne as often a is can to see family and Hawthorne play.
As well as catch up with a few friends.",Looking for someone to have NSA meets.,Arrangement Value,,,1.81 m - 1.85 m,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/efa687d1-94c4-4de1-8109-3aa046758437.jpg,,
703,Sultan74,Come dine with me,"Sydney NSW, Australia","Self employed businessman. Having established my business I find that I now have an increasing amount of time free. Hobbies, I enjoy reading and walking along the beach. Swimming in summer and lazy days with coffee people watching.",i would like to meet a babe that is looking for a long term relationship where we can get to know each other and look forward to each others company.,Arrangement Value,,,1.81 m - 1.85 m,Average,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/07/4045a860-0de4-4311-937c-7afcbf0c7c4b.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/d90146e4-8fd6-41b2-8ef7-fbefd723e1dd.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/d90146e4-8fd6-41b2-8ef7-fbefd723e1dd.jpg,
704,Peter Perfect,If you remember Peter perfect I'm on the wrong site,"Melbourne VIC, Australia",New found freedom and time on my hands as I retired last year. So I'm now working my way through my list I wrote many years back before I got caught in the corporate trap. Ive ticked off skydiving and scuba diving. Looking to start to fulfil my promise to myself to indulge in life a little more and would welcome someone to help me with that.,Meet ups to go to dinner and with the right person travel.,Discuss When Meet,,,1.81 m - 1.85 m,Few extra pounds,,,,,,No,,,Divorced,https://adultarrangements.com/wp-content/uploads/2022/07/fb3cb7b2-5cdd-4b6a-9e14-8562bf1c0425.jpg,,
705,Touch of Class,In need of a crew member,"Perth WA, Australia","Keen fisherman and boatey. Love nothing more than to get out on the water.
I run my own construction company. I've been single for a few years now and I'm looking to dip my toe back in the water.","It would be great to find someone that is up for dinners and boat trips. If you like to fish its a plus.
Just being open and warm hearted with sense of humour would be more than enough. At this point in my life Im not looking for anything too serious. Mutual respect and fun.",Arrangement Value,,,1.86 m - 1.90 m,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/19e8024a-a677-4fa8-9e84-5e3963327df9.jpg,,
706,Sun Seeker SD,sun lover,"Sydney NSW, Australia",Although I'm quite young I definitely have all the characteristics required to be a good man. I work in the finance sector. Sounds boring but it has  its excitement believe me. Its high pressure industry and you only as good as your last results. So I value my down time and try as best I can to get away from the hustle and bustle of city life as often as possible. I like to just book random on the spot holidays and getaway.,"A flexible companion that understands the meaning of NSA. Don't get me wrong when we are together I will be an attentive gentlemen. If you're the sort of person that the idea of ""grab your passport il send a cab for you in an hour and I'll meet you at the airport"" appeals to you, then message me and let's have some adventures.",Arrangement Value,,,,Athletic,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/b9b356bf-44c6-4c72-a098-d4926f8fafbc.jpg,,
707,Zen,No not in I.T,"Melbourne VIC, Australia","Ok I know I might look the stereotypical computer geek, but Im so unstereeotypical I'm actually not that computer literate. What I am good at is restaurants. If you like Asian, western fusion cuisine then I am your man.",Some regular company with an attractive and smart young lady. I am open to all of your suggestions as well as to where any connection or meet up can lead to. So I'll tick al of the boxes below and see what one we can fit into. Looking forward to getting to know you.,Discuss When Meet,,,1.71 m - 1.75 m,Slim,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/368990f1-69cb-4ccb-80b6-120173d90bfe.jpg,,
708,Beaujolais,Great vintage,"Surry Hills NSW, Australia","Hello, my name is Peter Ill write what most do as its simple and best descriptive in that im here for a very good time and along time though. I enjoy a night out with good Scotch or two. Wine I like to indulge when drinking with others. So what are you waiting for? we have a lot of drinking to do lol.",A person or persons to accompany me on fun adventurers.,Arrangement Value,,,,Average,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/07/7813ab09-ca27-4e73-a08a-8ff33349eb55.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/ed25a95d-4be4-401e-b7f9-f71ba83c2d08.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/ed25a95d-4be4-401e-b7f9-f71ba83c2d08.jpg,
709,Happy Days,Why not ?,"Sydney NSW, Australia","I own a real estate business. so my hours are often very unsociable and random. Due to my business being my main focus as I established it my relationships suffered. Sugar dating seems ideal for me and for any sugar babe that has their own life priorities. Let's meet, have lovely times together and let me share with you the spoils of my success.","A carrier driven lady where relationships are not her all in life. A person that is here to have fun be spoilt a little, mentored if wanted and helped with the financial pressures of life today.",Arrangement Value,,,1.81 m - 1.85 m,Average,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/07/c976dadb-deb7-4332-8a39-6d6f92c2cadb.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/fec7f13c-05f2-44d3-a358-86dfdbaa5ac8.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/fec7f13c-05f2-44d3-a358-86dfdbaa5ac8.jpg,
710,Momma1,Momma knows best,"Sydney NSW, Australia","Curvaceous in all of the right places. New to sugar dating but excited to see if what I am looking for is here. I am financially stable. I can be a bit of a contradiction in I like my solitude but also love being in good company. I adore my two little dogs and am a  passionate animal lover in general, as well as an advocate for kindness and equality in all walks of life.",To meet a lady that shares my values in life and that I can have a NSA but intimate relationship with. So again the contradiction. Casual but meaningful. Would love to hear from you.,Discuss When Meet,,,1.66 m - 1.70 m,,,,,,,No,,,Rather Not Say,https://adultarrangements.com/wp-content/uploads/2022/07/face_422a0bd24df8a2c263ec2dbd9aec2696_e27dc3d8e559f1397a2fae1330c8a5eb.jpg,,
711,Troy,looking,"Sydney NSW, Australia",Pleasing to the eye. I work out regulaly and keep my self in good shape. I work as a cocktail bartender in the city. So if you have a favourite let me  shake one up for you.,a guy nor momma that can indulge me and me them.,Arrangement Value,"Travel, Luxury Lifestyle, Designer gifts, Investor, Dinner dates",,,Athletic,,,,,,No,,,Rather Not Say,"https://adultarrangements.com/wp-content/uploads/2022/07/6ba1e6d3-a82f-4601-bf58-e63d17b07def.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/98b65306-074c-474c-8134-de123f2b7111.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/98b65306-074c-474c-8134-de123f2b7111.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/506e176e-4049-45a7-8493-5acc59e1bad0.jpg
712,Sammy,Im your Babe,"Sydney NSW, Australia","Ive been there and done the whole young club scene. Im looking for different things in life now. And a good man sounds a perfect place to start. If we both connect and you can help with my lifestyle and passion for designer clothing. Then I will help fulfil your passions.
Sounds a wonderful arrangement to me. So message me and let's get this party started.",a mature guy that knows how this all works and we can both fill in the pieces that are currently missing from each of our lives. you scratch my back and i will certainly do more than scratch yours : ) xx,Arrangement Value,"Travel, Luxury Lifestyle, Designer gifts, Mentorship, Investor, Dinner dates, Emotional connection",,1.86 m - 1.90 m,Athletic,,,,,,Yes,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/07/3f07370f-7e74-41f3-bfc0-cbb67b060000.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/f4dcad3d-0520-4227-a9fa-010c36a23694.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/f4dcad3d-0520-4227-a9fa-010c36a23694.jpg,
713,Sam,Sam The Man,"Brisbane QLD, Australia","Down to earth, genuine and generous. I like to help others get along in life. Motor racing enthusiast. I go to as many formula 1 races as I can. That leads on to enjoying a few nice cars of my own.","a beautiful babe on the inside as well as the outside. integrity is a must. i have had a few lovely sugar dating relationships in the past so i know what i want and i know how to give you what you want without any fuss. the type of relationship ? i guess we can decide upon that once we meet.
looking forward to that.",Arrangement Value,,,1.76 m - 1.80 m,Few extra pounds,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/26f92aa1-275c-420b-83b3-ed871146d9be_2x.jpg,,
714,Icon,Iconic,"Perth WA, Australia","Positive and driven in life. I try to get as much out of every day as I can. Sugar dating appeals to me  as its dating where you make the most of anytime together. So that suits my lifestyle and way of life as I am sure it does yours. I like to keep fit, be that in the gym or a run and a swim at the beach.
as much as I value my fitness I also value good food and a lovely glass or two of wine. Care to join me ?","an energetic babe that also values their time and so will make the most of our dates.
a lady that can turn on the class when required as easily as being in a casual enviroment.",Arrangement Value,,,1.86 m - 1.90 m,Athletic,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/07/a9a0f31a-55dc-43a3-aa4f-516b7b3d13f1_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/a9a0f31a-55dc-43a3-aa4f-516b7b3d13f1_2x1.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/6e5825f1-8875-4add-b25b-f449a9b1205d_2x.jpg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/a9a0f31a-55dc-43a3-aa4f-516b7b3d13f1_2x1.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/6e5825f1-8875-4add-b25b-f449a9b1205d_2x.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/59f71afb-85e4-4918-9813-5826a3d03374_2x.jpg
715,Gold,Let me spoil you,"South Yarra VIC, Australia","Hi Im James. I currently live in Melbourne but I also travel to Sydney and Brisbane quite often with work. Im keen to find a sugar babe that I can spend some quality time with. Dinners , theatre and general hang outs.  A travel buddy would be great as well.",Someone that is relaxed and easy to get along with. I fully understand this is sugar Dating but a person that is not demanding all of the time. Mutually beneficial and respectful connection sought.,Discuss When Meet,,,,Slim,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/07/17f3a676-b9cc-4caf-861f-087799155817_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/00a3fb69-94cb-40c1-a063-7d2dba55d3d2_2x.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/07/00a3fb69-94cb-40c1-a063-7d2dba55d3d2_2x.jpg,
716,Sweet As,Good times,"Camberwell VIC, Australia",Well traveled Ive been to 26 different countries to date. I like to think outside of the box and enjoy good company and random conversations. I have a web design company that's nicely established now. I enjoy the arts be that literature or paintings. Currently single apart from my one dependent Kevin my pet lizard.,"Good vibes, good company and good times. If that appeals say Hi !",Arrangement Value,,,1.81 m - 1.85 m,Slim,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/5ce27c19-fd41-47e0-b1ae-862fbb23ec7a_2x.jpg,,
717,Smooth And Rich,Love to spoil a lady,"Canberra ACT, Australia",Hi new to sugar Dating and at 31 not entirely sure if I am comfortable with being  termed a daddy yet. Im looking to date outside my circle of friends family and asociates. Looking to have meaningful casual meetups. After we connect and you get to know me I would ideally like a sugar babe that is open to weekends away and travel.,"a friendly bubbly and empathetic lady that is non judgemental in life. dinner, travel companion for long term relationship. a babe that is open to the possibility of a relationship evolving past the standard sugar dating confines should the situation arise.",Arrangement Value,,,1.86 m - 1.90 m,Slim,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/58f169de-4930-4b52-8a52-eaeccbca73ee_2x.jpg,,
718,Daniel 7,Willing And Able,"Paddington NSW, Australia","We'll Hello to start with. My name is Daniel. Really it is lol. And I own and run an advertising company here in Sydney.
I have tried the so called normal ways to meet people and it's getting harder and harder I find to see the real person when going on dates, as everyone seems to be pretending to be what they think the other person is looking for.
I like the idea of dating this way  in that we both hopefully get what we see on the profiles and we can bye pass the time wasted taking a multitude of dates to only find you are on a completely different page with a person.","A  slightly more mature lady that can hold a good conversation and feels comfortable in a variety of environments. Can chill in track pants or thrill in an evening dress. Relax watching TV or be enthralled at the theatre.
Casual is great to start and if any connection should blossom I am open to all possibility's.",Arrangement Value,,,1.86 m - 1.90 m,Slim,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/45bcade0-1e8c-4417-b650-5b846b31fb82_2x.jpg,,
719,Maverick,Check mate,"Vaucluse NSW, Australia","Very sociable, entrepreneur, loves to laugh, travel and socialise. Emphatic and optimistic.
who knows what can happen? shall we find out ?",ill let you tell me x,Arrangement Value,,,1.86 m - 1.90 m,Athletic,,,,,,No,,,Rather Not Say,https://adultarrangements.com/wp-content/uploads/2022/07/5B06124BF88726ED28CC1600158ECD10UX.jpg,,
720,The Dark knight,I won't dissapoint,"Brisbane QLD, Australia","Multilingual, Second generation Australian with my heritage in India. I would rather tell you about my business life over dinner and a glass of wine.",looking for a lady that has no issues with being spoilt a little.,Arrangement Value,,,1.76 m - 1.80 m,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/c1853e5d-f183-47c1-87e5-f2548dce7600_2x.jpg,,
721,Sparticus,Come to new heights with me.,"ACT, Australia",Outdoors type of guy. I love just grabbing my backpack and taking off for long hikes or climbs. I have been to Austria three times now. I just adore the beautiful scenic countryside and the back you can walk fo miles and not hear any cars.,Just some good casual company. Simple as that.,Arrangement Value,,,1.86 m - 1.90 m,Athletic,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/07/32a77b29-9ea6-4d25-8fed-075e7d15482d_2x.jpg,,
727,Athenian,Your Trojan Horse,"Sans Souci NSW, Australia","Well hello, my name is George my heritage is Greek so I am passionate about mostly everything especially soccer, Mediterranean food and women. Once comfortable with people I am extremely gregarious and have been told I am the light of the party. I keep fit by playing soccer most weeks, five a side in the off season. I own and run a franchise. Yep you guessed it. Its for greek food.","a babe to enjoy some time with. hopefully come away on holidays or weekends away.
and is not sent to sleep watching soccer or too precise to get stuck into a kebab or try my home made falafels.",Arrangement Value,,,1.71 m - 1.75 m,Slim,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/1ae271b2-2d09-4f2c-97d5-0e4656be92e5_2x.jpg,,
728,Techead,Come find out,"Sydney NSW, Australia",Make your own decision. over dinner.,Casual NSA Fun and company,Arrangement Value,,,1.86 m - 1.90 m,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/92b499b8-e751-44a6-9743-42f0f6fbc340_2x.jpg,,
729,Jazzy,Relaxed,"Brighton-Le-Sands NSW, Australia",We'll well here we go. About me! Love to listen to music as well as mix a little and play with the decks. I have been that DJ at a wedding lol. Thank F#*k we can travel more freely once more. I like to have as many getaways as I can. With good company all the better x,A Babe that's happy to spend some quality time with me. Not rushed. Yes my cake and eat it please. A casual unrestricted or serious relationship  that feels like dating but docent have all of the C$#p associated. Thats sugar dating isn't it ?,Arrangement Value,,,,Slim,,,,,,Social,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/08/4b93de24-0ac5-410e-828b-0f6f678b52af_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/be80db98-cc44-4a48-8b14-d2b453a7ef17_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/4878c187-70f9-4cdc-925a-fc713d08c9bd_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/a31c435f-1751-4a37-bba4-2bda89b4c366_2x.jpg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/be80db98-cc44-4a48-8b14-d2b453a7ef17_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/4878c187-70f9-4cdc-925a-fc713d08c9bd_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/a31c435f-1751-4a37-bba4-2bda89b4c366_2x.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/110628b1-1745-4461-93ac-16f7d8b60c77_2x.jpg
730,Magic Mike,Looking for Flexible NSA,"Sydney NSW, Australia","Cultured, fun and pleasing on the eye. No baggage so to speak. Free and single.",Casual regular meets.,Arrangement Value,,,,Athletic,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/08/ca801a9f-1d23-4dee-b4be-a3045cadd183_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/a01cbfb2-77aa-456f-8784-91dba669ebdd_2x.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/a01cbfb2-77aa-456f-8784-91dba669ebdd_2x.jpg,
731,Diamond Member,Chilled,"Sydney NSW, Australia","Young, motivated and driven.","A free spirited woman. Someone that is relaxed like me, and dosent take themselves too seriously. Attractive , fun bit bohemian in their outlook.",Arrangement Value,,,1.90 m - 1.95 m,Slim,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/08/af227919-f2e0-4947-aa65-57ecaaa0459e_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/fbe81af1-9e3f-4f6d-8bb5-905357668102_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/70e8aaee-6d4d-4b75-98b6-742d66633470_2x.jpg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/fbe81af1-9e3f-4f6d-8bb5-905357668102_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/70e8aaee-6d4d-4b75-98b6-742d66633470_2x.jpg",
732,Perfect Gent,Generous sophistication,"Sydney NSW, Australia","I take pride in all aspects of my life. I enjoy a wide variety of different things. Dating and dining beautiful people is most defiantly one of my favourite pastimes, as is shopping for designer clothing. Im not completely shallow though and like to indulge others.",Person or persons to share dinners and dates with.,Arrangement Value,,,1.90 m - 1.95 m,Slim,,,,,,Social,,,Rather Not Say,https://adultarrangements.com/wp-content/uploads/2022/08/adee6855-33a6-405e-883d-1554b0ca7582_2x.jpg,,
733,Robert 64,Lets do this,"Melbourne VIC, Australia","I find myself at a stage in my life where everything seems to have settled down and I have time now to enjoy my time a lot more. I enjoy all that a city like Melbourne has to offer. Thats the theatre, restaurants, galleries and funky discreet cocktail bars. I work as an art buyer so I consider myself to have an eye for beauty xx",Persons looking to date a little more indepthly. Accompany me to art appraisals and functions as well as hang out and watch movies together.,Discuss When Meet,,,1.86 m - 1.90 m,Average,,,,,,Social,,,Open Relationship,https://adultarrangements.com/wp-content/uploads/2022/08/2ebed79f-a6cd-46a8-ac5e-f35232cc72cb_2x.jpg,,
734,Gordon Ramsey,Lots of fun,"Gold Coast QLD, Australia","Well i'm told I look like Gordon Ramsey : ) And I have been known to boil an egg and open a tin of baked beans. I do have a business in the catering industry as it goes. About me ? well I like to travel
Mostly to Europe i'm not too keen on Asia as whole. Apart from the cuisine that is. I table in going to the gym but its definitely not one of my priorities. Much rather jump an uber and go for lunch or  browse the shops fo something I don't need.",Some good company. A person I can look forward to meeting each time that has genuine connection with me and me with them.,Arrangement Value,,,1.86 m - 1.90 m,Average,,,,,,Social,,,Rather Not Say,https://adultarrangements.com/wp-content/uploads/2022/08/e7f3a299-0517-4d07-926c-451429804fb1_2x.jpg,,
735,Himbo25,Meet Your Match,"Perth WA, Australia","I love the outdoors although I am stuck at a desk during my working day. Weekends , free time are all precious to me so I try not to waste a moment.",Sounds terrible but someone like me only female lol,Arrangement Value,,,,Athletic,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/dc6391c8-6d21-4635-98d4-48745c6f77b2_2x.jpg,,
736,Star Man,Lets see,"Brisbane QLD, Australia","Bit of a car freak, I love all things to do with them especially racing around the track.
I own a development company. Never married. No children, that's if you don't count my dog Samson.",An easy going mutually beneficial relationship. All options are open from my side. Lets see where we can take this x,Arrangement Value,,,1.86 m - 1.90 m,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/8c379290-f77f-4132-a48e-5f6fba90b748_2x.jpg,,
738,Top Gun,Ready if you are,"Sydney NSW, Australia","Hi I'm Jake, I'm 34, single and looking to have fun with some great company. Ive been a gentlemen before so I know what's expected of me to treat a women correctly. I would appreciate anybody interested to not be here to waste time. My profile clearly states the type of person I would like to meet so please read it and if it connects with you it would be great to hear from you., and we can take it from there.","a babe that knows what she wants, and what i want in a relationship and is happy to make this work.",Arrangement Value,,,1.86 m - 1.90 m,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/a7138777-1870-403c-8f2c-43fe35db70e4_2x.jpg,,
739,Harry 5,New to Sugar dating but excited,"St Ives NSW, Australia",Hi well I guess you can guess my name ? yes its Harry. And yes I'm new to sugar dating and very excited to see if it adds up how I have heard from a few people. I will be totally upfront I would love to meet a person for a serious relationship. I understand Sugar Dating is more of a non pressure type of connection and I'm open to seeing how any connections progress. So baby steps I guess.,To meet a fun person with energy and a zest for life that I can feel relaxed with as well as build a great connection.,Arrangement Value,,,1.90 m - 1.95 m,Average,,,,,,No,,,Divorced,https://adultarrangements.com/wp-content/uploads/2022/08/806d1d01-163c-4e38-a5a8-e90799c8b375_2x.jpg,,
740,Silver Fox,Just what you are looking for,"Bondi Beach NSW, Australia",I Know how to treat a lady xx,A lady or ladies to spoil xx,Arrangement Value,,,1.90 m - 1.95 m,Athletic,,,,,,No,,,Rather Not Say,"https://adultarrangements.com/wp-content/uploads/2022/08/eeb42c4c-59f6-4643-8c60-446440940775_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/4b451a08-3a21-4c1a-ad5a-0adf6c241cf6_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/7a3e500d-82eb-4e87-aae7-96e5f252cda9_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/9a4de959-d1b3-4444-8080-965421b5158e_2x.jpg","https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/4b451a08-3a21-4c1a-ad5a-0adf6c241cf6_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/7a3e500d-82eb-4e87-aae7-96e5f252cda9_2x.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/9a4de959-d1b3-4444-8080-965421b5158e_2x.jpg",
741,Aloha,Here for a good time,"Surry Hills NSW, Australia","Free spirited, empathetic, curtious and love to show a lady a good time.","Just some good old honest fun, drama free where we both benefit and enjoy the time spent together.",Arrangement Value,,,1.81 m - 1.85 m,Athletic,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/bf928730-330f-4ac8-a192-798e407c578d_2x.jpg,,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/60192b95-68f1-4669-979e-bfa235806a7f_2x.jpg
742,Bellerophon,Aim for the stars,"Brisbane QLD, Australia","I consider myself to be fun to be around. I can hold a conversation as well as pretend to fly a plane
 ;  /    I look for the best in people and enjoy helping others to achieve their goals and potential. I enjoy the simple things in life such as camping under the stars. As well as the finer things such as easting out at a good restaurant or travelling to exotic locations.","ideally i would like to meet up with a babe that knows what she wants in life and is already striving to get there. cute, outgoing adventurous and sexy  is a bonus lol.",Discuss When Meet,,,1.90 m - 1.95 m,Average,,,,,,No,,,Single,"https://adultarrangements.com/wp-content/uploads/2022/08/03cf64e9-9465-4498-ade9-4aa3ac9a22b1.jpg,https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/af0680a3-a47a-4fce-8027-0754dd462fe6.jpg",https://adultarrangements.com/wp-content/uploads/gravity_forms/19-33a46bebe5b5ce35e199bef34130113f/2022/08/af0680a3-a47a-4fce-8027-0754dd462fe6.jpg,
743,Ferrari,Fun to be with,"Canberra ACT, Australia",Well hello. always strange to have to write about onesself. If  I had to sum myself up in one word it would be Fun! You can tell from my picture I'm a gym freak. I freak out every time I think of  going in one. You can probably also tell from my picture that I enjoy good food. Especially if it can be with some good company.,"A companion for dinners , theatre and general meet ups.",Discuss When Meet,,,1.81 m - 1.85 m,Few extra pounds,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/1de63d72-e735-4170-ba66-55f414202abc_2x.jpg,,
744,Top Cat,Let me entertain you,"Sydney NSW, Australia","Hi There im a middle aged guy that is quite a private person until I get to know someone.
I have a beautiful Smoodle named Flynn. Errol Flynn being an idol of mine. Im not expecting many sugar babes too have a clue who that is, but hopefully you have heard of the movie ''Gone with the wind"" If you haven't then ""Quite frankly I don't give a damn"" Thats a famous line from the movie.
Apart from movies I enjoy the simple things such as a walk along the beach, finishing with a coffee  or a glass of wine.",It would be great to find someone that is happy for casual meets to start and see where the dice fall.,Discuss When Meet,,,1.86 m - 1.90 m,Average,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/d756dc77-4646-4df2-bd6d-5b00b188a385_2x.jpg,,
745,Paul 12,I appreciate the finer things in life,"Wollongong NSW, Australia","Young, fun and driven. Upwardly mobile. Courteous appreciater of all things beautiful.",NSA Company. For casual meets.,Arrangement Value,,,,Slim,,,,,,No,,,Single,https://adultarrangements.com/wp-content/uploads/2022/08/b410e4d4-47be-4eed-be13-3a48c823733a_2x.jpg,,
